"","service","years","censor"
"1022","rest",11,"censored"
"1023","rest",11,"censored"
"1024","rest",11,"censored"
"1025","rest",11,"censored"
"1026","rest",11,"censored"
"1027","rest",11,"censored"
"1028","rest",11,"censored"
"1029","rest",11,"censored"
"1030","rest",11,"censored"
"1031","rest",11,"censored"
"1032","rest",11,"censored"
"1033","rest",11,"censored"
"1034","rest",11,"censored"
"1035","rest",11,"censored"
"1036","rest",11,"censored"
"1037","rest",11,"censored"
"1038","rest",11,"censored"
"1039","rest",11,"censored"
"1040","rest",11,"censored"
"1041","rest",11,"censored"
"1042","rest",11,"censored"
"1043","rest",11,"censored"
"1044","rest",11,"censored"
"1045","rest",11,"censored"
"1046","rest",11,"censored"
"1047","rest",11,"censored"
"1048","rest",11,"censored"
"1049","rest",11,"censored"
"1050","rest",11,"censored"
"1051","exp",1,"interval"
"1052","exp",1,"interval"
"1053","exp",1,"interval"
"1054","exp",1,"interval"
"1055","exp",1,"interval"
"1056","exp",1,"interval"
"1057","exp",1,"interval"
"1058","exp",1,"interval"
"1059","exp",1,"interval"
"1060","exp",1,"interval"
"1061","exp",1,"interval"
"1062","exp",1,"interval"
"1063","exp",1,"interval"
"1064","exp",1,"interval"
"1065","exp",1,"interval"
"1066","exp",1,"interval"
"1067","exp",1,"interval"
"1068","exp",1,"interval"
"1069","exp",1,"interval"
"1070","exp",1,"interval"
"1071","exp",1,"interval"
"1072","exp",1,"interval"
"1073","exp",1,"interval"
"1074","exp",1,"interval"
"1075","exp",1,"interval"
"1076","exp",1,"interval"
"1077","exp",1,"interval"
"1078","exp",1,"interval"
"1079","exp",1,"interval"
"1080","exp",1,"interval"
"1081","exp",1,"interval"
"1082","exp",1,"interval"
"1083","exp",1,"interval"
"1084","exp",1,"interval"
"1085","exp",1,"interval"
"1086","exp",1,"interval"
"1087","exp",1,"interval"
"1088","exp",2,"interval"
"1089","exp",2,"interval"
"1090","exp",2,"interval"
"1091","exp",2,"interval"
"1092","exp",2,"interval"
"1093","exp",2,"interval"
"1094","exp",2,"interval"
"1095","exp",2,"interval"
"1096","exp",2,"interval"
"1097","exp",2,"interval"
"1098","exp",2,"interval"
"1099","exp",2,"interval"
"1100","exp",2,"interval"
"1101","exp",2,"interval"
"1102","exp",2,"interval"
"1103","exp",2,"interval"
"1104","exp",2,"interval"
"1105","exp",3,"interval"
"1106","exp",3,"interval"
"1107","exp",3,"interval"
"1108","exp",3,"interval"
"1109","exp",3,"interval"
"1110","exp",3,"interval"
"1111","exp",3,"interval"
"1112","exp",3,"interval"
"1113","exp",3,"interval"
"1114","exp",3,"interval"
"1115","exp",3,"interval"
"1116","exp",3,"interval"
"1117","exp",3,"interval"
"1118","exp",3,"interval"
"1119","exp",3,"interval"
"1120","exp",4,"interval"
"1121","exp",4,"interval"
"1122","exp",4,"interval"
"1123","exp",4,"interval"
"1124","exp",4,"interval"
"1125","exp",4,"interval"
"1126","exp",4,"interval"
"1127","exp",4,"interval"
"1128","exp",4,"interval"
"1129","exp",4,"interval"
"1130","exp",4,"interval"
"1131","exp",5,"interval"
"1132","exp",5,"interval"
"1133","exp",5,"interval"
"1134","exp",5,"interval"
"1135","exp",5,"interval"
"1136","exp",5,"interval"
"1137","exp",5,"interval"
"1138","exp",5,"interval"
"1139","exp",5,"interval"
"1140","exp",5,"interval"
"1141","exp",6,"interval"
"1142","exp",6,"interval"
"1143","exp",6,"interval"
"1144","exp",6,"interval"
"1145","exp",7,"interval"
"1146","exp",7,"interval"
"1147","exp",7,"interval"
"1148","exp",7,"interval"
"1149","exp",7,"interval"
"1150","exp",7,"interval"
"1151","exp",7,"interval"
"1152","exp",7,"interval"
"1153","exp",7,"interval"
"1154","exp",7,"interval"
"1155","exp",8,"interval"
"1156","exp",8,"interval"
"1157","exp",8,"interval"
"1158","exp",8,"interval"
"1159","exp",8,"interval"
"1160","exp",8,"interval"
"1161","exp",9,"interval"
"1162","exp",9,"interval"
"1163","exp",9,"interval"
"1164","exp",9,"interval"
"1165","exp",9,"interval"
"1166","exp",9,"interval"
"1167","exp",9,"interval"
"1168","exp",9,"interval"
"1169","exp",9,"interval"
"1170","exp",9,"interval"
"1171","exp",9,"interval"
"1172","exp",10,"interval"
"1173","exp",10,"interval"
"1174","exp",10,"interval"
"1175","exp",10,"interval"
"1176","exp",10,"interval"
"1177","exp",10,"interval"
"1178","exp",11,"censored"
"1179","exp",11,"censored"
"1180","exp",11,"censored"
"1181","exp",11,"censored"
"1182","exp",11,"censored"
"1183","exp",11,"censored"
"1184","exp",11,"censored"
"1185","exp",11,"censored"
"1186","exp",11,"censored"
"1187","exp",11,"censored"
"1188","exp",11,"censored"
"1189","exp",11,"censored"
"1190","exp",11,"censored"
"1191","exp",11,"censored"
"1192","exp",11,"censored"
"1193","exp",11,"censored"
"1194","exp",11,"censored"
"1195","exp",11,"censored"
"1196","exp",11,"censored"
"1197","exp",11,"censored"
"1198","exp",11,"censored"
"1199","exp",11,"censored"
"1200","exp",11,"censored"
"1201","exp",11,"censored"
"1202","exp",11,"censored"
"1203","exp",11,"censored"
"1204","exp",11,"censored"
"1205","exp",11,"censored"
"1206","exp",11,"censored"
"1207","exp",11,"censored"
"1208","exp",11,"censored"
"1209","exp",11,"censored"
"1210","exp",11,"censored"
"1211","exp",11,"censored"
"1212","exp",11,"censored"
"1213","exp",11,"censored"
"1214","exp",11,"censored"
"1215","exp",11,"censored"
"1216","exp",11,"censored"
"1217","exp",11,"censored"
"1218","exp",11,"censored"
"1219","exp",11,"censored"
"1220","exp",11,"censored"
"1221","exp",11,"censored"
"1222","exp",11,"censored"
"1223","exp",11,"censored"
"1224","exp",11,"censored"
"1225","exp",11,"censored"
